tweet,category
يالله نومي متقطع انام ساعه واقوم قسم صدعت,sleep disorder
يالله يالكتمه مو قادره انام,sleep disorder
يحزن ان حتي النوم مو قادره انام,sleep disorder
يحزن انو مو قادره انام,sleep disorder
يحزن اني مو قادره انام حتي الالم,sleep disorder
يحزن فيني ارق مو طبيعي,sleep disorder
يع صدق مو قادره انام,sleep disorder
يع ضيقه مو قادره انام,sleep disorder
يع طار النوم وربي انام,sleep disorder
يع مو قادره انام,sleep disorder
يع مو قادره انام زين ليه ليييه,sleep disorder
يع يع اكرهني اجلس افكر كثير و انام,sleep disorder
يعصب نومي متقطع مره,sleep disorder
يعع فيني نوم مو قادره انام الله ياخذ الارق,sleep disorder
يعني افهم طول الليل مانمت ولما صرت بنام صار فيني ارق ونفسيتي صارت زفت,sleep disorder
يوم قبل بنام بيجيلي هواجس بشعه طرق موتي بتسببلي ارق للصبح بتخليني مش قادرة انام,sleep disorder
يوم مو قادره انام كويس بالي مشغول كثير,sleep disorder
يوم واحد انام زين واقاوم ايام ورا يصير نظام احبه لذلك جهاد نومي ومتصالحين ,sleep disorder
يوم ونص صاحيه فيني ارق ,sleep disorder
يومي نصه يروح بسبب اني انام الوقت,sleep disorder
يومين اكل بنادول نايت لان فيني ارق واليوم كلت وجاني النوم كالعاده جسمي يرجف وخفقان ,sleep disorder
يومين ما انام الا ببنادول نايت وتكون احلي نومه بالحياه,sleep disorder
يومين انام الا ساعتين واقوم عطوني ثلاثه اسف,sleep disorder
يومين انام الا ساعه وهذه اشاره ان ملعنه نومي رجعت جديد اللي كان ناقصني,sleep disorder
يومين انام ساعه وحده باليوم,sleep disorder
يومين انام كويس وبموت تعب وهذا مابدينا شي,sleep disorder
يومين انام نوم مو طبيعي عشره ما انام ,sleep disorder
,
 دكتوره ابغي اموت  طيب انتي مميزه ,Suicidality
ابغي اموت,Suicidality
ابي اموت لو سمحتوا,Suicidality
شكرا ابي اموت,Suicidality
حتي انا ابي اموت اه متى,Suicidality
نفسي اموت,Suicidality
مابي ابي انتحر فوق الطاسه,Suicidality
ابي اموت,Suicidality
مرحبا اريد الموت,Suicidality
انا ابي اموت اصلا,Suicidality
ابي اموت وش الله يعينك,Suicidality
نفسي اموت وارتاح خلاص,Suicidality
نفسي اموت والله,Suicidality
انا ابغي اموت مره واحده,Suicidality
انا عندي افكار بالموت والانتحار ابغي اموت باي شكل,Suicidality
نفسي اموت مش عارفه,Suicidality
ابغي اموت,Suicidality
نفسي اموت,Suicidality
تاكدنا بكره نفس الوقت ابي اموت,Suicidality
والله مااحب الحياه  ابي اموت خلاص,Suicidality
مااشتقت لشي ابغي اموت,Suicidality
ابي اموت,Suicidality
ابغي اعيش لحالي,Suicidality
اذا كنت ابي انتحر بدون م اخذ اثم ابشري بسويها,Suicidality
نفسي اموت واخلص صداعهم مش مبسوط اللي بيجرا منهم,Suicidality
ابغي انتحر بس بدون الم ,Suicidality
اريد الموت,Suicidality
تعبت جماعه ابغي انتحر خلاص,Suicidality
نفسي اموت,Suicidality
ابي اموت اول,Suicidality
فعلا ابغي اموت الحين,Suicidality
موت انتحار ابي انتحر او اموت تفرق كلها تؤدي الغرض,Suicidality
ابي انتحر,Suicidality
ابي اموت ابي انام للابد مو موت مدري,Suicidality
ابغي اموت لان مافي فايده حياتي,Suicidality
ابي اموت الحين,Suicidality
ابي اموت,Suicidality
فعلا احس نفسي اموت,Suicidality
ما ابغي اعيش,Suicidality
ابي انتحر اخاف اموت,Suicidality
انا ايضا ما ابغى الحياه كلها ابغي اموت,Suicidality
عادي ابي اموت المهم المشاركه وكذا ,Suicidality
مابي اكبر ابي اموت,Suicidality
تكفين ابغي اموت,Suicidality
ما عندي حياه حلوه ابي انتحر,Suicidality
شعوري ابي اموت,Suicidality
ابي انتحر هوه دا,Suicidality
لان فعلا ابي اموت,Suicidality
اقتليني ابي اموت,Suicidality
ابغي اموت هالحين,Suicidality
والله اريد الموت من زمان,Suicidality
ليه ابغي اموت,Suicidality
اه ابغي اموت مو راضيه تماما اوقف المشوار لان التكمله بتزيد الطين بله,Suicidality
اه اكرهني ابغي اموت,Suicidality
ما بديت اليوم ابي اموت,Suicidality
ما ابغي من احد شي انا ابي اموت,Suicidality
ما ابغي اعيش اكثر,Suicidality
ما ابغي اعيش تعبت الحياه,Suicidality
ما ابغي اعيش حياه اعتياديه,Suicidality
ابغي اموت ما ابغى اعيش,Suicidality
ابغي اموت ما ابغي اعيش الحياه,Suicidality
ابغي اموت ابغي اموت ابغي اموت فعليا حياه لاتطاق,Suicidality
ابغي اموت ابغي اموت ابغي اموووووتت,Suicidality
ابغي اموت ابي اموتتتت,Suicidality
ابغي اموت ما صرت اتحمل,Suicidality
ابغي اموت اقتلوني,Suicidality
ابغي اموت ما اقدر عشاني جبان,Suicidality
ابغي اموت اقرب وقت قفلت معي,Suicidality
ابغي اموت الان,Suicidality
ابغي اموت خلاص,Suicidality
ابغي اموت ربي ليش مو قاعد ياخذ روحي ما ابغي اعيش منجد تعبت القرف,Suicidality
ابغي انتحر اخاف جهنم,Suicidality
ابغي انتحر,Suicidality
ابغي انتحر نسيت انه شيء بيروح يارب شجعني علي الانتحار ما اطيق غباءي,Suicidality
ابغي انتحر هالحين,Suicidality
ابي اتحرك ابي اتنقفس ابي اعيش رغبتي بالموت دقيقه وكل ثانيه تزيد,Suicidality
ابي اموت ماابي احس بكميه هالوجع,Suicidality
ابي اموت واختفي من هالدنيا الزفت,Suicidality
ابي اموت وارتاااح,Suicidality
ابي اموت متضايقه موووووووت,Suicidality
ابي اختفي ابي اموت,Suicidality
مشاعري اليوم اني ابي اموت,Suicidality
معد ابي شي ابي اموت,Suicidality
معصبه وربي ابي اموت نفسي,Suicidality
مقدررر حاولت اسوي اي شي مقدر ابغي انتحر,Suicidality
مو قادره اتحمل نفسي اموت,Suicidality
نفسي اموت عشان ما احس بالم تاني والله,Suicidality
نفسي اموت يلعن ضيقه النفس مليون مره,Suicidality
ولكم ابي انتحر خلاص مابي مجتمعكم قلبي مايتحمل الاشياء,Suicidality
وللمره المليون ابغي اموت,Suicidality
ولله ما اقدر اتحمل اكثر ابي اموت,Suicidality
ي رب ابي انتحر تغفر ترحمني اه ي رب ,Suicidality
ياخي ابي اموت,Suicidality
يارب ابي اموت وافتك من الكم الهاءل من المشاعر اللي متعبني,Suicidality
يارب نفسي اموت,Suicidality
ياربي ليش ماتاخذني وارتاح خلص ما ابغي اعيش,Suicidality
ياربي نفسي اموت,Suicidality
ياست الدنيا فعلن اريد الموت ,Suicidality
يالله ما ابغي اعيش هالايام,Suicidality
يالله قد ايش كارهه حياتي وفعلا ابي اموت شي مقفل بوجهي ,Suicidality
,
 الخاص  فين افضل دكتور او دكتوره تغذيه انا نحيفه مره و مو قادره اكل كثير للاسف,weight disorder
بموت مو قادره اكل ولا انام ,weight disorder
من بعد وجبه امس مو مشتهيه اكل شي,weight disorder
مالي نفس اكل,weight disorder
انا مالي نفس اكل شي للحين علي فطوري,weight disorder
اكون جيعانه مالي نفس اكل وما اقدر اكل اول اصحي,weight disorder
يب برضوا ياثر علي نفسيا ولما ياثر يصير مالي نفس اكل,weight disorder
مو قادره اكل حتى,weight disorder
انا نحفانه دي الفتره مالي نفس اكل,weight disorder
يارب تسوين فعاليه لانه وربي محتاجه اليوم التوتر منسده نفسي ما كلت كثير و مو قادره اكل,weight disorder
الصراحه مالي نفس اكل,weight disorder
مالي نفس اكل,weight disorder
احمدي ربك انا مو قادره اكل صرت جلد على عظم,weight disorder
مالي نفس اكل,weight disorder
مو قادر اكل شي انام ولا اشتغل مثل ناس ,weight disorder
ايوه عشان حتي اكل مالي نفس اكل بحاول انظم اكلي,weight disorder
مو قادره اكل احط شي بحلقي وبس استفرغ وانتي بكرامه,weight disorder
انا اول مره مو قادره اكل الله يعين,weight disorder
والله مالي نفس اكل هالفترهه,weight disorder
اليوم نفسي مسدوده الاكل اكلت حبه كروسان الصباح و قبل شوي اكلت خبز بلبنه اكلي اليوم,weight disorder
مدري مالي نفس اكل انت وش تغديت,weight disorder
مالي نفس اكل ابد,weight disorder
صدق انا اخذته احس مو مشتهيه اكل اشرب ابي مويه عطش عطش مو طبيعي وصداع,weight disorder
مالي نفس اكل,weight disorder
احس مو قادره اتنفس مو قادره اكل مو قادره اشرب الله ياخذهمم ماقد كرهت شي بحياتي كثرهم,weight disorder
اخر وجبه كليتها كانت الغدا وقتها مالي نفس اكل شي ماغير اشرب ماي,weight disorder
ارجف الجوع مالي نفس اكل وش,weight disorder
اكثر شيء ايجابي بذي الفتره ان نفسي مسدوده الاكل,weight disorder
اكره الفتره اللي اكون حتي الاكل مالي نفس اكل ,weight disorder
اكره شعور اني جوعانه بنفس الوقت مو قادره اكل بطني ماتقدر تتقبل اكل يصير نفسي ابكي علي الصحن,weight disorder
اكرهه شعور الغثيان مو قادره اكل شي,weight disorder
اكلت الظهر وللحين مو مشتهيه اكل ,weight disorder
اكلت شيء يوم افطر امس الصباح للحين جيعانه مالي نفس اكل وهذا شيء مطمءن لاني اصير عبث,weight disorder
اكلت يومين اتوقع مالي نفس اكل شي واهلي يقولون اكلتي بنسحب الجوال,weight disorder
اكلي عباره عيش ابيض حرفيا مو قادره اكل شي كلهم نفس الطعم ,weight disorder
الايام حرفيا مالي نفس اكل اي شي,weight disorder
التعب الي فيني مو قادره اكل اتحرك صاله السكن ,weight disorder
الفتره الاخيره صايره شهيتي للاكل منخفضه اكل الا وجبه وحده باليوم شعور مالي نفس اكل حتي جوعانه مدري وش السبب,weight disorder
انا طول اليوم مالي نفس اكل نفس اسوي شي الين قالت هالكلمتين,weight disorder
انا مو قادره اكل زين الاكتءاب وذي تقولي اقري قران كيييمك يشيخه اقريه انتي,weight disorder
بخصوص ان وزني صار 35 يعني اوكي ادري ان مالي نفس اكل سلامات,weight disorder
برضو جيعانه مووت مالي نفس اكل,weight disorder
بطني صاير يستعطب مره مو قادره اكل شي بسببه,weight disorder
بكمل يومين مو ماكله شي وفوق مو مشتهيه اكل جوعانه,weight disorder
بموت جوع مالي نفس اكل يلعن ام الحاله,weight disorder
بنات طبيعي مالي نفس اكل حتي بمويت واذا اكلت لقمه احس برجعها وانتوا بكرامه مدري شفيني,weight disorder
تعبانه وجوعانه مالي نفس اكل واحس النوم اهم,weight disorder
تقريبا جيعانه الفجر بنفس الوقت مالي نفس اكل شي,weight disorder
تكفون مره خايفه و متوتره و حايمه كبدي مو قادره اكل شي اشرب قهوه مو حاله ذيي,weight disorder
جايع مالي نفس اكل,weight disorder
جوعاااانه اشتهي اكل والحين باكل غصبب,weight disorder
جوعااانه مالي نفس اكل,weight disorder
جوعان احس مالي نفس اكل شي ,weight disorder
جوعان مرررره مالي نفس اكل شي وش الحل,weight disorder
جوعانه مالي نفس اكل خير,weight disorder
جوعانه مالي نفس اكل شي,weight disorder
جوعانه مررررا و ابي اكل الوقت,weight disorder
جوعانه مو مشتهيه اكل شي ,weight disorder
جوعانه وبنفس الوقت ابي اكل شي يقعد علي معدتي لاني بارجع انام شالحل,weight disorder
جوعانه ومنسده نفسي مالي نفس اكل شيء,weight disorder
جيعانه مالي نفس اكل مقدر لازم اكل عشان اعيش,weight disorder
حتي الاكل مالي نفس اكل ,weight disorder
حدي جوعانه مو مشتهيه اكل ,weight disorder
حزينه لاني ابي اكل مو قادره اكل نفس ,weight disorder
سبحان الله ايام اقدر اكل وايام مالي نفس اكل نهائيا واذا اكلت استفرغ علي طول,weight disorder
سويت فطور علشان اتنشط واحس بطاقه مالي نفس اكل,weight disorder
صايره اجوع مالي نفس اكل,weight disorder
صايره اشتهي اكل زي اول,weight disorder
صايره اكل وجبه وحده باليوم و غالبا وجبتي تكون ٧ المغرب و هاليومين صارت ١٠ بالليل و مو مهم متي اصحي اظل طول يومي مو مشتهيه اكل لين عشر بالليل,weight disorder
صحيت النوم جيعانه قلت لبابا ابا اكل جبلي اكل ودحين جالسه اطالع فيلو مو قادره اكل شي ,weight disorder
طبيعي اكون ميت جوع مو مشتهي اكل شيء,weight disorder
ع م اني جيعانه الا انو مالي نفس اكل,weight disorder
فترت انسداد الشهيه رجعتلي وبموه جوع مالي نفس اكل اي حاجه,weight disorder
فتره مالي نفس اكل وبطني يوجعني والحين باخذ اللقاح احسني خايفه,weight disorder
فطرت تغديت لاني جوعانه مالي نفس اكل,weight disorder
فقدان شهيه اسبوع ابي اكل شيء اشرب مويه وبالغصب اكل مدري ايش السبب,weight disorder
فيني جوع متوتره مو قادره اكل اي شي,weight disorder
قاعد اتحول لهيكل عظمي والمشكله مالي نفس اكل شي قاعد اعامل الاكل علي انه شي لازم اسويه بس,weight disorder
كنت جوعانه وطلبت فطور وتحسفت مالي نفس اكل شيء الحين,weight disorder
لازلت تعبانه وحتي مو قادره اكل كويس جالسه اغضب نفسي ,weight disorder
مالي نفس اكل اسوي شيء وابغي انام ومش عايزه اكلم احد ,weight disorder
مالي نفس اكل امس انسدت نفسي الضغط الي فوق راسي,weight disorder
مالي نفس اكل دهر,weight disorder
مالي نفس اكل شي بتغصب عشان مايجيني هبوط زي امس,weight disorder
مالي نفس اكل شي خلق اطلع مكان ماابغي ارجع البيت اف,weight disorder
مالي نفس اكل مدري ايش اسوي ,weight disorder
متيه الجوع مالي نفس اكل شي,weight disorder
مدري شلون اقنع امي ان مالي نفس اكل,weight disorder
مرا جيعانه مالي نفس اكل وفيا نوم مو مرتاحه النوم وبصرخ التشتتت,weight disorder
مرت ثلاث ايام وانا مو قادره اكل شي,weight disorder
مو طبيعي جالسه اتقيرف الاكل مو قادره اكل حاجه,weight disorder
مو طبيعي نفسي مسدوده الاكل واتغصب اكل اففف,weight disorder
مو عارفه الخوف او التوتر او ايش بالضبط امس مو قادره اكل شيء وفيني غثيان حتي المويه مو قادره اشربها,weight disorder
مو قادر اكل,weight disorder
مو قادره اكل,weight disorder
مو قادره اكل اي شيء تعبت,weight disorder
مو قادره اكل حاجه وبنفس الوقت بطني تعورني بسبب الجوع وحاسه بدوخه وارهاق,weight disorder
ميته جووع اشتهي اكل اقدر ,weight disorder
و للحين الاكل جدامي و مو قادره اكل ,weight disorder
و منسده شهيتي و مو قادره اكل شيء عشان اخذ الدواء صدق صدق افوه,weight disorder
وجهي صار مثل الليمون حزرت انطم و اتحمل مالي نفس اكل يع,weight disorder
وصاير اشتهي اكل يادوب وجبه وحده باليوم واتغصب الثانيه ومره مو كيوت,weight disorder
وع مو قادره اكل شي امس او قبله,weight disorder
ول انسدت نفسي مالي نفس اكل,weight disorder
ياشين مرحله جوعانه مالي نفس اكل,weight disorder
يالله مالي نفس اكل شيي وجيعانه ايف,weight disorder
يخوان صايره م اشتهي الاكل واتغصبه احد صارت وربي يمكن اسبوع مو قادره اكل اهخ,weight disorder
يساتر مسدوده نفسي مو قادره اكل ليه,weight disorder
يع وش الطفش حتي اكل مالي نفس اكل وخلصت مسلسلي الحلو وحزينة جدا,weight disorder
يوم كامل مو مشتهيه اكل شي ولما قررت اسوي اكل عشان ادوخ قطعت يدي ,weight disorder
يومين عايشه علي العصير والشبس حق الصباح مو مشتهيه اكل,weight disorder
يومين مالي نفس اكل وجالسه اكل عشان اتعب,weight disorder
يومين ونص مالي نفس اكل باقي نص واكمل الثلاث ايام ,weight disorder
 الخاص  فين افضل دكتور او دكتوره تغذيه انا نحيفه مره و مو قادره اكل كثير للاسف,weight disorder
بموت مو قادره اكل ولا انام ,weight disorder
من بعد وجبه امس مو مشتهيه اكل شي,weight disorder
مالي نفس اكل,weight disorder
انا مالي نفس اكل شي للحين علي فطوري,weight disorder
اكون جيعانه مالي نفس اكل وما اقدر اكل اول اصحي,weight disorder
يب برضوا ياثر علي نفسيا ولما ياثر يصير مالي نفس اكل,weight disorder
مو قادره اكل حتى,weight disorder
انا نحفانه دي الفتره مالي نفس اكل,weight disorder
يارب تسوين فعاليه لانه وربي محتاجه اليوم التوتر منسده نفسي ما كلت كثير و مو قادره اكل,weight disorder
الصراحه مالي نفس اكل,weight disorder
مالي نفس اكل,weight disorder
احمدي ربك انا مو قادره اكل صرت جلد على عظم,weight disorder
مالي نفس اكل,weight disorder
مو قادر اكل شي انام ولا اشتغل مثل ناس ,weight disorder
ايوه عشان حتي اكل مالي نفس اكل بحاول انظم اكلي,weight disorder
مو قادره اكل احط شي بحلقي وبس استفرغ وانتي بكرامه,weight disorder
انا اول مره مو قادره اكل الله يعين,weight disorder
والله مالي نفس اكل هالفترهه,weight disorder
اليوم نفسي مسدوده الاكل اكلت حبه كروسان الصباح و قبل شوي اكلت خبز بلبنه اكلي اليوم,weight disorder
مدري مالي نفس اكل انت وش تغديت,weight disorder
مالي نفس اكل ابد,weight disorder
صدق انا اخذته احس مو مشتهيه اكل اشرب ابي مويه عطش عطش مو طبيعي وصداع,weight disorder
مالي نفس اكل,weight disorder
احس مو قادره اتنفس مو قادره اكل مو قادره اشرب الله ياخذهمم ماقد كرهت شي بحياتي كثرهم,weight disorder
اخر وجبه كليتها كانت الغدا وقتها مالي نفس اكل شي ماغير اشرب ماي,weight disorder
ارجف الجوع مالي نفس اكل وش,weight disorder
اكثر شيء ايجابي بذي الفتره ان نفسي مسدوده الاكل,weight disorder
اكره الفتره اللي اكون حتي الاكل مالي نفس اكل ,weight disorder
اكره شعور اني جوعانه بنفس الوقت مو قادره اكل بطني ماتقدر تتقبل اكل يصير نفسي ابكي علي الصحن,weight disorder
اكرهه شعور الغثيان مو قادره اكل شي,weight disorder
اكلت الظهر وللحين مو مشتهيه اكل ,weight disorder
اكلت شيء يوم افطر امس الصباح للحين جيعانه مالي نفس اكل وهذا شيء مطمءن لاني اصير عبث,weight disorder
اكلت يومين اتوقع مالي نفس اكل شي واهلي يقولون اكلتي بنسحب الجوال,weight disorder
اكلي عباره عيش ابيض حرفيا مو قادره اكل شي كلهم نفس الطعم ,weight disorder
الايام حرفيا مالي نفس اكل اي شي,weight disorder
التعب الي فيني مو قادره اكل اتحرك صاله السكن ,weight disorder
الفتره الاخيره صايره شهيتي للاكل منخفضه اكل الا وجبه وحده باليوم شعور مالي نفس اكل حتي جوعانه مدري وش السبب,weight disorder
انا طول اليوم مالي نفس اكل نفس اسوي شي الين قالت هالكلمتين,weight disorder
انا مو قادره اكل زين الاكتءاب وذي تقولي اقري قران كيييمك يشيخه اقريه انتي,weight disorder
بخصوص ان وزني صار 35 يعني اوكي ادري ان مالي نفس اكل سلامات,weight disorder
برضو جيعانه مووت مالي نفس اكل,weight disorder
بطني صاير يستعطب مره مو قادره اكل شي بسببه,weight disorder
بكمل يومين مو ماكله شي وفوق مو مشتهيه اكل جوعانه,weight disorder
بموت جوع مالي نفس اكل يلعن ام الحاله,weight disorder
بنات طبيعي مالي نفس اكل حتي بمويت واذا اكلت لقمه احس برجعها وانتوا بكرامه مدري شفيني,weight disorder
تعبانه وجوعانه مالي نفس اكل واحس النوم اهم,weight disorder
تقريبا جيعانه الفجر بنفس الوقت مالي نفس اكل شي,weight disorder
تكفون مره خايفه و متوتره و حايمه كبدي مو قادره اكل شي اشرب قهوه مو حاله ذيي,weight disorder
جايع مالي نفس اكل,weight disorder
جوعاااانه اشتهي اكل والحين باكل غصبب,weight disorder
جوعااانه مالي نفس اكل,weight disorder
جوعان احس مالي نفس اكل شي ,weight disorder
جوعان مرررره مالي نفس اكل شي وش الحل,weight disorder
جوعانه مالي نفس اكل خير,weight disorder
جوعانه مالي نفس اكل شي,weight disorder
جوعانه مررررا و ابي اكل الوقت,weight disorder
جوعانه مو مشتهيه اكل شي ,weight disorder
جوعانه وبنفس الوقت ابي اكل شي يقعد علي معدتي لاني بارجع انام شالحل,weight disorder
جوعانه ومنسده نفسي مالي نفس اكل شيء,weight disorder
جيعانه مالي نفس اكل مقدر لازم اكل عشان اعيش,weight disorder
حتي الاكل مالي نفس اكل ,weight disorder
حدي جوعانه مو مشتهيه اكل ,weight disorder
حزينه لاني ابي اكل مو قادره اكل نفس ,weight disorder
سبحان الله ايام اقدر اكل وايام مالي نفس اكل نهائيا واذا اكلت استفرغ علي طول,weight disorder
سويت فطور علشان اتنشط واحس بطاقه مالي نفس اكل,weight disorder
صايره اجوع مالي نفس اكل,weight disorder
صايره اشتهي اكل زي اول,weight disorder
صايره اكل وجبه وحده باليوم و غالبا وجبتي تكون ٧ المغرب و هاليومين صارت ١٠ بالليل و مو مهم متي اصحي اظل طول يومي مو مشتهيه اكل لين عشر بالليل,weight disorder
صحيت النوم جيعانه قلت لبابا ابا اكل جبلي اكل ودحين جالسه اطالع فيلو مو قادره اكل شي ,weight disorder
طبيعي اكون ميت جوع مو مشتهي اكل شيء,weight disorder
ع م اني جيعانه الا انو مالي نفس اكل,weight disorder
فترت انسداد الشهيه رجعتلي وبموه جوع مالي نفس اكل اي حاجه,weight disorder
فتره مالي نفس اكل وبطني يوجعني والحين باخذ اللقاح احسني خايفه,weight disorder
فطرت تغديت لاني جوعانه مالي نفس اكل,weight disorder
فقدان شهيه اسبوع ابي اكل شيء اشرب مويه وبالغصب اكل مدري ايش السبب,weight disorder
فيني جوع متوتره مو قادره اكل اي شي,weight disorder
قاعد اتحول لهيكل عظمي والمشكله مالي نفس اكل شي قاعد اعامل الاكل علي انه شي لازم اسويه بس,weight disorder
كنت جوعانه وطلبت فطور وتحسفت مالي نفس اكل شيء الحين,weight disorder
لازلت تعبانه وحتي مو قادره اكل كويس جالسه اغضب نفسي ,weight disorder
مالي نفس اكل اسوي شيء وابغي انام ومش عايزه اكلم احد ,weight disorder
مالي نفس اكل امس انسدت نفسي الضغط الي فوق راسي,weight disorder
مالي نفس اكل دهر,weight disorder
مالي نفس اكل شي بتغصب عشان مايجيني هبوط زي امس,weight disorder
مالي نفس اكل شي خلق اطلع مكان ماابغي ارجع البيت اف,weight disorder
مالي نفس اكل مدري ايش اسوي ,weight disorder
متيه الجوع مالي نفس اكل شي,weight disorder
مدري شلون اقنع امي ان مالي نفس اكل,weight disorder
مرا جيعانه مالي نفس اكل وفيا نوم مو مرتاحه النوم وبصرخ التشتتت,weight disorder
مرت ثلاث ايام وانا مو قادره اكل شي,weight disorder
مو طبيعي جالسه اتقيرف الاكل مو قادره اكل حاجه,weight disorder
مو طبيعي نفسي مسدوده الاكل واتغصب اكل اففف,weight disorder
مو عارفه الخوف او التوتر او ايش بالضبط امس مو قادره اكل شيء وفيني غثيان حتي المويه مو قادره اشربها,weight disorder
مو قادر اكل,weight disorder
مو قادره اكل,weight disorder
مو قادره اكل اي شيء تعبت,weight disorder
مو قادره اكل حاجه وبنفس الوقت بطني تعورني بسبب الجوع وحاسه بدوخه وارهاق,weight disorder
ميته جووع اشتهي اكل اقدر ,weight disorder
و للحين الاكل جدامي و مو قادره اكل ,weight disorder
و منسده شهيتي و مو قادره اكل شيء عشان اخذ الدواء صدق صدق افوه,weight disorder
وجهي صار مثل الليمون حزرت انطم و اتحمل مالي نفس اكل يع,weight disorder
وصاير اشتهي اكل يادوب وجبه وحده باليوم واتغصب الثانيه ومره مو كيوت,weight disorder
وع مو قادره اكل شي امس او قبله,weight disorder
ول انسدت نفسي مالي نفس اكل,weight disorder
ياشين مرحله جوعانه مالي نفس اكل,weight disorder
يالله مالي نفس اكل شيي وجيعانه ايف,weight disorder
يخوان صايره م اشتهي الاكل واتغصبه احد صارت وربي يمكن اسبوع مو قادره اكل اهخ,weight disorder
يساتر مسدوده نفسي مو قادره اكل ليه,weight disorder
يع وش الطفش حتي اكل مالي نفس اكل وخلصت مسلسلي الحلو وحزينة جدا,weight disorder
يوم كامل مو مشتهيه اكل شي ولما قررت اسوي اكل عشان ادوخ قطعت يدي ,weight disorder
يومين عايشه علي العصير والشبس حق الصباح مو مشتهيه اكل,weight disorder
يومين مالي نفس اكل وجالسه اكل عشان اتعب,weight disorder
يومين ونص مالي نفس اكل باقي نص واكمل الثلاث ايام ,weight disorder